"FIPS","totpop","age","race","education","maritalstatus","employed","medhouseincome","rentpincome","householdsize","healthins","gini","household"
22087030204,4108,93.14,35.52,12.22,42.79,82.76,38309,2.1979169385784,2.79,84.72,0.4329,38.24
22087030206,1416,93.29,86.79,7.4,51.07,89.08,62594,1.68067226890756,2.73,89.53,0.4558,53.09
22087030207,3078,91,78.56,26.33,53.67,91.1,53333,1.72688579303621,2.99,87.64,0.385,52.04
22087030208,2633,97.61,70.98,17.8,54.4,95.64,58304,1.69113611416026,3.25,92.04,0.311,53.52
22087030209,2890,91.28,87.06,10.74,48.95,82.31,46250,2.09945945945946,2.82,92.15,0.3997,53.82
22087030300,1325,88.6,94.04,13.53,42.87,90.38,35313,2.11536827797129,2.66,78.29,0.3703,43
22087030400,1195,90.13,88.03,3.42,39.66,85.96,43100,1.98607888631091,2.37,87.51,0.4083,40.45
22087030500,1417,89.56,72.76,11.68,47.5,92.52,34938,2.88511076764554,2.96,86.73,0.4659,43.4
22087030601,1230,96.34,71.63,6.14,48.01,90.95,42386,2.4465625442363,3.5,91.63,0.429,52.42
22087030602,2127,89.7,85.1,15.88,46.1,89.22,31461,2.4983312672833,2.63,90.27,0.452,35.4
22087030603,1574,96.51,65.12,3.73,33.82,85.99,24766,3.29483969958815,2.82,80.78,0.4165,32.84
22087030700,1375,82.62,93.45,11.42,28.43,83.15,40441,2.06720902054845,2.27,81.07,0.4209,27.06
22087030800,3200,89.69,78.88,7.41,36.03,91.12,31656,2.43555724033359,2.28,84.72,0.4509,35.1
22089060100,1924,92.31,79.63,21.62,62.19,90.06,59250,1.41772151898734,3.03,90.2,0.3764,67.61
22089062100,6122,93.14,57.09,17.63,49.52,92.63,54129,1.4040532801271,2.97,78.34,0.4003,44.27
22089062200,3286,85.12,31.38,8.06,45.85,82.72,40288,2.34064733915806,3.24,82.68,0.3874,47.98
22089062301,6228,92.77,82.08,33.56,54.66,91.84,97643,1.23715985784951,2.86,91.25,0.3397,63.27
22089062302,4810,89.81,75.09,28.52,53.73,96.41,65956,1.62229365031233,2.65,86.52,0.3782,55.34
22089062400,1628,87.29,64.62,7.79,38.39,87.45,39000,2.1974358974359,2.8,84.09,0.3945,41.07
22089062500,3072,84.8,87.11,14.08,57.14,96.26,49327,1.54682019989053,2.61,87.47,0.4192,54.81
22089062700,4697,92.27,52.12,15.55,44.84,86.74,51875,1.53831325301205,3.01,82.7,0.439,48.61
22089062800,5153,92.24,42.07,17.55,39.77,95.27,42431,2.33555655063515,2.94,88.47,0.4255,34.55
22089062900,2385,81.38,86.83,20.29,57.54,94.85,54677,1.73564753004005,2.39,94.06,0.3723,56.99
22089063000,1239,75.95,67.23,17.58,58.48,96.58,47336,1.93721480479973,2.17,79.42,0.4017,52.71
22089063100,7071,90.5,88.46,23.77,51.82,96.29,85400,1.18266978922717,2.91,91.64,0.363,57.9
22089063200,5048,90.95,92.73,11.99,52.46,95.01,55962,1.66898967156285,2.79,84.98,0.4042,56.86
22091951100,3914,79.43,50.33,9.93,42.18,87.44,35244,2.30677562138236,2.37,83.73,0.4706,42.47
22091951200,7192,88.81,41.98,10.71,45,87.5,32221,1.82800037242792,2.78,81.27,0.4554,44.38
22093040100,3712,84.59,50.22,18.52,45.11,84.61,43264,2.08256286982249,2.69,82.54,0.414,43.15
22093040200,3424,87.41,53.5,14.22,43.74,92.58,57961,1.4285467814565,2.73,91.75,0.4412,45.13
22093040300,3227,87.11,82.03,8.88,61.92,93.54,64046,0.687006214283484,2.65,95.88,0.4602,66.8
22093040400,2256,83.51,33.95,3.44,32.89,82.51,32313,1.18528146566397,2.57,87.13,0.5068,33.93
22093040500,2569,89.96,8.8,9.97,35.96,84.55,34583,1.81013792904028,3.49,84.89,0.4078,40.61
22093040600,2978,89.15,27.13,15.71,45.01,88.19,58880,0.879755434782609,3.16,81.56,0.395,43.8
22093040700,3812,86.31,67.13,13.73,58.64,93.44,71875,0.901565217391304,2.76,87.17,0.3937,67.2
22095070100,2702,89.42,70.69,28.44,54.45,96.09,80903,1.06423742012039,3.1,82.92,0.366,67.05
22095070200,7869,94.94,15.49,17.59,43.16,88.73,59958,2.20154107875513,3.31,81.74,0.3311,49.2
22095070300,6633,88.6,66.53,19.93,50.02,92.74,52892,1.45579671784013,2.98,88.13,0.4006,49.46
22095070400,4421,92.38,68.67,25.38,58.96,91.59,73281,1.12580341425472,2.77,89.48,0.3836,60.18
22095070500,5718,94.23,41.75,7.59,42.92,89.58,61888,1.5285677352637,2.98,80.55,0.3363,46.04
22095070600,2578,87.43,51.4,12.14,53.82,74.25,42206,1.00459650286689,2.56,94.3,0.4459,46.12
22095070700,4063,83.85,60.89,11.66,43.18,90.44,42938,2.07042712748614,2.61,81.46,0.3962,39.11
22095070800,2596,88.41,15.6,4.51,38.42,73.56,33304,2.46516934902714,3.48,75.23,0.4429,44.5
22095070900,3074,87.96,36.14,14.75,38.68,90.09,30221,1.98537440852387,2.55,82.83,0.4898,40.33
22095071000,2770,84.04,53.21,9.12,33.7,94.61,37860,2.54886423666138,2.14,77.04,0.4632,28.29
22095071100,3317,84.05,11.97,8.91,40.75,76.47,36750,1.9891156462585,2.75,88.39,0.4285,42.34
22097960100,2438,84.62,59.15,8.37,41.28,94.98,29821,1.71691090171356,2.65,83.55,0.4972,39.89
22097960200,3759,86.57,72.68,17.42,51.15,96.16,40871,1.03985711139928,2.37,86.65,0.492,44.85
22097960300,3735,85.25,62.41,6.88,49.96,94.88,38802,1.35044585330653,2.64,86.42,0.4981,50.47
22097960400,1951,80.47,98.46,9.26,61.31,93.8,35000,1.73142857142857,2.44,82.32,0.5421,59.75
22097960500,4748,85,94.06,8.14,58.36,94.2,41168,1.23153905946366,2.62,84.96,0.4184,61.72
22097960600,7081,88.12,46,11.45,44.1,98.97,35396,1.33630918747881,2.83,83.94,0.4557,45.8
22097960700,5733,89.06,53.24,13.6,49.34,90.56,39856,1.56814532316339,3,84.62,0.5282,57.04
22097960800,3877,83.54,80.47,12.36,50.44,95.13,45227,1.42392818449156,2.75,79.76,0.4186,56.14
22097960900,3904,85.14,46.03,14,40.14,96.28,30000,1.75666666666667,2.44,88.52,0.5224,33.9
22097961000,2294,84.57,80.91,11.62,34.44,95.34,31964,1.90526842698035,2.75,79.81,0.544,34.19
22097961100,3509,86.24,77.54,9.01,42.75,97.07,37679,1.45439104010191,2.58,80.79,0.4338,41.42
22097961200,5414,89.95,52.96,18.12,50.8,94.93,39038,1.71627644858855,3.05,83.31,0.4874,57.98
22097961300,4562,88.69,15.45,7.34,24.72,81.24,18065,2.77331857182397,2.73,76.25,0.5188,24.81
22097961400,4639,82.11,17.09,13.71,28.73,85.46,19287,2.96572821071188,2.72,82.79,0.5092,29.16
22097961500,4730,81.31,42.94,19.18,36.9,92.45,33882,1.70592054778348,2.44,87.1,0.5289,30.41
22097961600,4145,89,8.11,7.37,29.01,85.69,18653,2.75558891331153,2.78,77.2,0.4809,26.33
22097961700,7221,88.15,65.89,20.2,54.51,92.39,48659,1.27006309213095,2.74,84.79,0.4131,54.99
22097961800,6883,88.13,81.07,12.99,58.63,96.96,62863,1.11989564608752,2.71,91.81,0.4141,61.08
22097961900,3151,82.77,51.03,19.31,45.67,94.48,34563,1.192026155137,2.47,87.46,0.5166,42.47
22099020100,5692,89.27,93.96,5.5,56.16,91.62,41528,1.80841841649008,3.02,75.56,0.4597,58.94
22099020200,7714,90.68,66.77,16.28,51.09,90.29,51531,1.51753313539423,2.97,87.72,0.3998,54.89
22099020301,4195,86.75,63.96,13.95,53.4,97.62,46250,1.12,2.7,85.89,0.5376,55.45
22099020302,7408,88.12,74.97,12.01,50.2,91.56,42606,1.63826691076374,2.69,77.04,0.4259,52.25
22099020400,5898,83.84,68.94,13.02,53.99,92.72,39917,0.891850589974197,2.67,88.23,0.4504,56.63
22099020501,5670,89.17,48.27,10.69,45.78,87.54,36384,1.77275725593668,2.64,79.73,0.4428,46.19
22099020502,3940,89.7,61.98,17.23,42.9,84.6,50357,1.06638600393193,3.16,86.34,0.4884,45.95
22099020600,5304,88.01,41.55,14.5,37.2,96.37,34334,1.43880701345605,2.36,83.31,0.4647,34.34
22099020800,2937,88.08,60.13,12.72,37.32,94.84,38791,1.57252971049986,2.6,84.77,0.445,36
22099020900,2240,88.39,59.33,15.39,36.2,83.7,41705,2.20357271310394,3,82.76,0.4364,38.85
22099021000,1345,88.25,94.35,11.24,70.37,96.38,56198,1.07833018968647,2.4,80.59,0.4201,71.48
22101040100,2702,91.04,46.48,2.46,40.52,81.47,34808,2.06561709951735,2.67,64.51,0.3827,44.4
22101040200,4543,82.43,76.12,17.72,46.54,93.17,60840,1.19165023011177,2.57,87.22,0.4385,48.09
22101040300,3340,91.8,39.55,8.69,42.32,85.69,28046,2.26770305925979,2.6,65.76,0.4842,36.48
22101040400,4341,86.39,67.96,9.47,36.22,94.16,37006,1.62135869858942,2.34,77.61,0.4382,33.89
22101040500,4930,89.63,82.01,14.29,50.15,91.55,48777,1.17268384689505,2.81,80.47,0.4647,49.34
22101040600,4684,87.47,88.79,7.62,50.75,94.45,49023,1.31774881178222,2.59,79.31,0.3805,46.71
22101040700,3359,86.99,44.09,13.24,40.87,91.71,42063,1.37412928226708,2.48,83.48,0.47,36.89
22101040800,4895,93.38,70.17,10.86,50.52,89.78,51324,1.82760501909438,2.9,86.2,0.3739,55.23
22101040900,3830,85.04,65.01,8.27,53.52,88.57,51913,1.51214532005471,3.04,81.58,0.4353,58.72
22101041000,4010,83.64,63.32,7.86,52.94,89.82,40000,0.9425,2.76,77.01,0.424,54.34
22101041100,1978,84.02,42.26,2.95,50.29,85.66,34963,1.67319738008752,2.99,79.07,0.4525,56.15
22101041200,1935,81.71,38.6,12.26,38.76,87.56,28419,1.88958091417714,2.6,73.18,0.4717,36.57
22101041300,2020,80.74,60,7.51,45.07,80.83,38830,1.68168941540046,2.43,80.01,0.3739,45.03
22101041400,3542,85.38,35.06,14.21,48.3,82.99,35107,1.24761443586749,2.69,79.81,0.5187,48.67
22101041500,2371,88.57,59.05,19.45,39.17,80.28,44404,1.64624808575804,2.79,85.85,0.5028,40.61
22101041600,1805,83.88,6.04,7.72,30.64,78.6,19352,3.1159570070277,2.36,80.78,0.4212,23.3
22103040102,9576,87.8,91.18,18.52,52.11,92.85,49444,1.50473262681013,2.68,78.67,0.4076,56.69
22103040103,4478,86.69,98.24,21.73,58.96,94.3,51250,1.07317073170732,2.67,79.86,0.3878,57.59
22103040104,6117,84.83,98.71,25.1,67.04,89.96,69386,1.31006254864094,2.54,87.67,0.4548,65.53
22103040201,8137,86.41,83.27,20.38,63.83,91.31,57241,1.66314355095124,2.7,86.87,0.4156,64.68
22103040202,7041,81.65,86.12,17.52,54.02,94.35,53794,1.65260066178384,2.44,87.32,0.4479,62.06
22103040303,8723,88.64,93.04,44.68,50.01,92.71,68080,1.56139835487662,2.52,88.5,0.4949,50.88
22103040304,6651,79.61,97.22,62.7,68.61,97.62,104205,1.79645890312365,2.63,96.5,0.4121,73.61
22103040305,11041,91.59,94.86,40.34,64.01,95.08,87354,1.3657073516954,2.9,92.2,0.4002,65.62
22103040400,7152,87.18,94.23,44.79,63.36,97.8,80743,1.28432186071858,2.6,91.23,0.4667,63.44
22103040501,3095,90.82,45.23,25.45,30.58,93.02,27864,2.79572207866781,2.42,78.93,0.5224,26.37
22103040502,3514,83.38,74.08,27.08,50.33,93.52,52578,1.86199551143064,2.43,82.16,0.4881,46.06
22103040601,2060,67.23,98.83,55.94,66.38,100,92115,2.17228464419476,2.37,96.58,0.4826,69.01
22103040602,2723,82.89,98.05,42.72,41.93,95.98,55962,1.54747864622422,2.49,80.92,0.406,42.8
22103040604,8280,89.12,93.88,25.48,46.06,91.12,52561,1.86450029489545,2.32,73.9,0.3696,39.2
22103040605,6243,86.67,85.41,41.84,60.33,91.56,77476,1.37590995921318,2.75,95.17,0.4652,59.89
22103040701,8974,90.72,72.94,22.51,52.29,91.97,67316,1.78709370729099,2.79,92.62,0.3827,53.6
22103040704,5761,87.5,80.14,11.23,51.75,93.24,30741,3.52298233629355,2.54,79.5,0.4478,51.4
22103040705,5748,89.37,81.89,23.36,49.63,89.12,53410,1.8198839168695,2.53,82.91,0.354,47.73
22103040706,5088,86.36,93.63,22.86,49.32,95.05,49206,1.48965573304069,2.54,87.01,0.553,46.73
22103040708,6594,89.35,85.59,45.12,68.8,91.02,98023,0.817155157463044,2.93,93.27,0.3999,75.72
22103040709,4432,85.99,93.77,30.27,56.79,90.79,81318,1.11537420989203,2.77,91.82,0.3486,63.66
22103040710,6076,89.78,73.19,29.55,60.55,93.48,63462,1.56629163909111,3.05,89.8,0.3927,63.45
22103040801,5255,90.33,68.98,15.2,43.71,90.37,40450,2.17305315203956,2.73,78.93,0.406,42.66
22103040802,6480,82.96,83.5,26.5,62.01,96.93,80964,1.66617261992985,2.28,95.54,0.4134,57.48
22103040803,8961,92.4,47.9,19.01,49.59,89.62,52314,1.9975532362274,2.67,82.21,0.3963,46.02
22103040900,3024,83.37,46.23,7.25,31.45,87.14,30110,2.96579209564929,2.5,75.98,0.4227,24.56
22103041002,2988,79.95,94.21,32.25,55.15,90.11,49423,2.00918600651519,2.6,92.01,0.4672,59.24
22103041003,5016,85.27,88.36,27.9,58.42,97.16,55631,2.09775125379734,2.57,87.74,0.3961,57.32
22103041004,4267,78.58,92.03,26.28,57.19,89.51,61333,1.91414083772194,2.55,88.7,0.3714,61.19
22103041101,3982,90.01,85.01,13.37,52.29,94.75,44342,2.39953091876776,2.62,80.36,0.4458,47.23
